3.477539062500000000e+00,4.833984375000000173e-03,1.624121093750000000e+02,1.353515624999999944e-02,3.363281250000000000e+01,1.118671875000000071e+01,3.402246093750000089e+00
9.594726562500000000e+00,4.833984375000000173e-03,1.624121093750000000e+02,1.353515624999999944e-02,3.363281250000000000e+01,1.118671875000000071e+01,3.402246093750000089e+00
3.477539062500000000e+00,2.504882812500000208e-02,1.624121093750000000e+02,1.353515624999999944e-02,3.363281250000000000e+01,1.118671875000000071e+01,3.402246093750000089e+00
3.477539062500000000e+00,4.833984375000000173e-03,1.040136718750000000e+02,1.353515624999999944e-02,3.363281250000000000e+01,1.118671875000000071e+01,3.402246093750000089e+00
3.477539062500000000e+00,4.833984375000000173e-03,1.624121093750000000e+02,1.699218749999999991e-03,3.363281250000000000e+01,1.118671875000000071e+01,3.402246093750000089e+00
3.477539062500000000e+00,4.833984375000000173e-03,1.624121093750000000e+02,1.353515624999999944e-02,3.058593750000000000e+01,1.118671875000000071e+01,3.402246093750000089e+00
3.477539062500000000e+00,4.833984375000000173e-03,1.624121093750000000e+02,1.353515624999999944e-02,3.363281250000000000e+01,2.233593749999999822e+00,3.402246093750000089e+00
3.477539062500000000e+00,4.833984375000000173e-03,1.624121093750000000e+02,1.353515624999999944e-02,3.363281250000000000e+01,1.118671875000000071e+01,8.571972656250000711e+00
9.594726562500000000e+00,2.504882812500000208e-02,1.040136718750000000e+02,1.699218749999999991e-03,3.058593750000000000e+01,2.233593749999999822e+00,8.571972656250000711e+00
7.977539062500000000e+00,2.983398437500000069e-02,9.741210937500000000e+01,3.535156250000000104e-03,9.363281250000000000e+01,5.186718749999999822e+00,1.105224609375000000e+01
5.094726562500000000e+00,2.983398437500000069e-02,9.741210937500000000e+01,3.535156250000000104e-03,9.363281250000000000e+01,5.186718749999999822e+00,1.105224609375000000e+01
7.977539062500000000e+00,4.882812500000000271e-05,9.741210937500000000e+01,3.535156250000000104e-03,9.363281250000000000e+01,5.186718749999999822e+00,1.105224609375000000e+01
7.977539062500000000e+00,2.983398437500000069e-02,1.690136718750000000e+02,3.535156250000000104e-03,9.363281250000000000e+01,5.186718749999999822e+00,1.105224609375000000e+01
7.977539062500000000e+00,2.983398437500000069e-02,9.741210937500000000e+01,1.169921875000000042e-02,9.363281250000000000e+01,5.186718749999999822e+00,1.105224609375000000e+01
7.977539062500000000e+00,2.983398437500000069e-02,9.741210937500000000e+01,3.535156250000000104e-03,9.058593750000000000e+01,5.186718749999999822e+00,1.105224609375000000e+01
7.977539062500000000e+00,2.983398437500000069e-02,9.741210937500000000e+01,3.535156250000000104e-03,9.363281250000000000e+01,8.233593750000000711e+00,1.105224609375000000e+01
7.977539062500000000e+00,2.983398437500000069e-02,9.741210937500000000e+01,3.535156250000000104e-03,9.363281250000000000e+01,5.186718749999999822e+00,1.622197265624999929e+01
5.094726562500000000e+00,4.882812500000000271e-05,1.690136718750000000e+02,1.169921875000000042e-02,9.058593750000000000e+01,8.233593750000000711e+00,1.622197265624999929e+01
1.022753906250000000e+01,1.733398437500000000e-02,1.949121093750000000e+02,1.853515625000000042e-02,6.363281250000000000e+01,2.186718749999999822e+00,7.227246093750000711e+00
2.844726562500000000e+00,1.733398437500000000e-02,1.949121093750000000e+02,1.853515625000000042e-02,6.363281250000000000e+01,2.186718749999999822e+00,7.227246093750000711e+00
1.022753906250000000e+01,1.254882812500000139e-02,1.949121093750000000e+02,1.853515625000000042e-02,6.363281250000000000e+01,2.186718749999999822e+00,7.227246093750000711e+00
1.022753906250000000e+01,1.733398437500000000e-02,2.015136718750000000e+02,1.853515625000000042e-02,6.363281250000000000e+01,2.186718749999999822e+00,7.227246093750000711e+00
1.022753906250000000e+01,1.733398437500000000e-02,1.949121093750000000e+02,1.669921875000000139e-02,6.363281250000000000e+01,2.186718749999999822e+00,7.227246093750000711e+00
1.022753906250000000e+01,1.733398437500000000e-02,1.949121093750000000e+02,1.853515625000000042e-02,6.058593750000000000e+01,2.186718749999999822e+00,7.227246093750000711e+00
1.022753906250000000e+01,1.733398437500000000e-02,1.949121093750000000e+02,1.853515625000000042e-02,6.363281250000000000e+01,5.233593749999999822e+00,7.227246093750000711e+00
1.022753906250000000e+01,1.733398437500000000e-02,1.949121093750000000e+02,1.853515625000000042e-02,6.363281250000000000e+01,2.186718749999999822e+00,4.746972656249999645e+00
2.844726562500000000e+00,1.254882812500000139e-02,2.015136718750000000e+02,1.669921875000000139e-02,6.058593750000000000e+01,5.233593749999999822e+00,4.746972656249999645e+00
5.727539062500000000e+00,4.233398437500000139e-02,1.299121093750000000e+02,8.535156250000000208e-03,3.632812500000000000e+00,8.186718750000000711e+00,1.487724609374999929e+01
7.344726562500000000e+00,4.233398437500000139e-02,1.299121093750000000e+02,8.535156250000000208e-03,3.632812500000000000e+00,8.186718750000000711e+00,1.487724609374999929e+01
5.727539062500000000e+00,3.754882812500000278e-02,1.299121093750000000e+02,8.535156250000000208e-03,3.632812500000000000e+00,8.186718750000000711e+00,1.487724609374999929e+01
5.727539062500000000e+00,4.233398437500000139e-02,1.365136718750000000e+02,8.535156250000000208e-03,3.632812500000000000e+00,8.186718750000000711e+00,1.487724609374999929e+01
5.727539062500000000e+00,4.233398437500000139e-02,1.299121093750000000e+02,6.699218750000000312e-03,3.632812500000000000e+00,8.186718750000000711e+00,1.487724609374999929e+01
5.727539062500000000e+00,4.233398437500000139e-02,1.299121093750000000e+02,8.535156250000000208e-03,5.859375000000000000e-01,8.186718750000000711e+00,1.487724609374999929e+01
5.727539062500000000e+00,4.233398437500000139e-02,1.299121093750000000e+02,8.535156250000000208e-03,3.632812500000000000e+00,1.123359375000000071e+01,1.487724609374999929e+01
5.727539062500000000e+00,4.233398437500000139e-02,1.299121093750000000e+02,8.535156250000000208e-03,3.632812500000000000e+00,8.186718750000000711e+00,1.239697265625000000e+01
7.344726562500000000e+00,3.754882812500000278e-02,1.365136718750000000e+02,6.699218750000000312e-03,5.859375000000000000e-01,1.123359375000000071e+01,1.239697265625000000e+01
4.602539062500000000e+00,2.358398437500000208e-02,1.136621093750000000e+02,6.035156249999999722e-03,1.863281250000000000e+01,9.686718750000000711e+00,9.139746093750000355e+00
1.719726562500000000e+00,2.358398437500000208e-02,1.136621093750000000e+02,6.035156249999999722e-03,1.863281250000000000e+01,9.686718750000000711e+00,9.139746093750000355e+00
4.602539062500000000e+00,1.879882812500000000e-02,1.136621093750000000e+02,6.035156249999999722e-03,1.863281250000000000e+01,9.686718750000000711e+00,9.139746093750000355e+00
4.602539062500000000e+00,2.358398437500000208e-02,1.852636718750000000e+02,6.035156249999999722e-03,1.863281250000000000e+01,9.686718750000000711e+00,9.139746093750000355e+00
4.602539062500000000e+00,2.358398437500000208e-02,1.136621093750000000e+02,1.919921875000000014e-02,1.863281250000000000e+01,9.686718750000000711e+00,9.139746093750000355e+00
4.602539062500000000e+00,2.358398437500000208e-02,1.136621093750000000e+02,6.035156249999999722e-03,1.558593750000000000e+01,9.686718750000000711e+00,9.139746093750000355e+00
4.602539062500000000e+00,2.358398437500000208e-02,1.136621093750000000e+02,6.035156249999999722e-03,1.863281250000000000e+01,3.733593749999999822e+00,9.139746093750000355e+00
4.602539062500000000e+00,2.358398437500000208e-02,1.136621093750000000e+02,6.035156249999999722e-03,1.863281250000000000e+01,9.686718750000000711e+00,1.430947265625000142e+01
1.719726562500000000e+00,1.879882812500000000e-02,1.852636718750000000e+02,1.919921875000000014e-02,1.558593750000000000e+01,3.733593749999999822e+00,1.430947265625000142e+01
9.102539062500000000e+00,4.858398437500000000e-02,1.786621093750000000e+02,1.603515625000000167e-02,7.863281250000000000e+01,3.686718749999999822e+00,1.678974609375000071e+01
6.219726562500000000e+00,4.858398437500000000e-02,1.786621093750000000e+02,1.603515625000000167e-02,7.863281250000000000e+01,3.686718749999999822e+00,1.678974609375000071e+01
9.102539062500000000e+00,4.379882812500000139e-02,1.786621093750000000e+02,1.603515625000000167e-02,7.863281250000000000e+01,3.686718749999999822e+00,1.678974609375000071e+01
9.102539062500000000e+00,4.858398437500000000e-02,1.202636718750000000e+02,1.603515625000000167e-02,7.863281250000000000e+01,3.686718749999999822e+00,1.678974609375000071e+01
9.102539062500000000e+00,4.858398437500000000e-02,1.786621093750000000e+02,9.199218749999999931e-03,7.863281250000000000e+01,3.686718749999999822e+00,1.678974609375000071e+01
